"Contractor","Location","Total Amount"
"Sue","Togo","411.0"
"Sue","Algeria","175.98"
"Sue","Russia","0"
"Sue","Swaziland","0"
"Sue","South Asia","0"
"Sue","Saint Kitts-Nevis","204.95"
"Sue","Switzerland","0"
"Sue","Fiji","0"
"Bill","Africa","0"
"Bill","Libya","133.99"
"Bill","Afghanistan","0"
"Bill","Northern Mariana Islands","0"
"Bill","Denmark","0"
"Bill","Eastern Europe","85.95"
"Bill","Andorra","0"
"Bill","Aland Islands","197.95"
"Bill","Jordan","304.95"
"Bill","Slovakia","0"
"Bill","Columbia","0"
"Bill","Country_Desc","0"
"Bill","Burkina Faso","0"
"Bill","Sao Tome And Principe","0"
"Bill","Mexico","0"
"Bill","Bosnia And Herzegovina","469.98"
"Bill","Sudan","0"
"Bill","Estonia","0"
"Bill","Lesotho","385.99"
"Bill","Senegal","0"
"Bill","Asia","0"
"Bill","Hungary","320.0"
"Bill","Laos","0"
"Bill","Turkey","0"
"Bill","Lithuania","0"
"Bill","South America","0"
"Bill","The West","0"
"Bill","Portugal","0"
"Bill","Niger","370.0"
"Bill","Balkans","174.95"
"Bill","Yemen","0"
"Bill","Poland","384.99"
"Bill","West Bank","0"
"Bill","Bahrain","902.9"
"Bill","Baghdad","0"
"Bill","Iceland","0"
"Bill","Persian Gulf","304.0"
"Bill","Angola","0"
"Bill","Western Sahara","0"
"Bill","Tonga","0"
"Bill","Kenya","136.1"
"Bill","Saint Helena","0"
"Bill","Falkland Islands","85.0"
"Bill","Sweden","0"
"Bill","Kuwait","0"
"Bill","West Africa","291.5"
"Bill","People'S Republic Of The Congo","0"
"Bill","Myanmar","0"
"Bill","Morocco","148.99"
"Bill","Saudi Arabia","0"
"Bill","Seychelles","0"
"Bill","Turks And Caicos Islands","0"
"Bill","South Africa","149.99"
"Bill","Latvia","34.95"
"Bill","Occupied Palestinian Territory","0"
"Bill","Ecuador","0"
"Bill","Micronesia","60.0"
"Bill","Benin","0"
"Bill","Netherlands","0"
"Bill","Central Africa","0"
"Bill","Ghana","0"
"Bill","Suriname","393.95"
"Bill","Location","0"
"Bill","British Virgin Islands","0"
"Bill","Luxembourg","0"
"Bill","East Timor","0"
"Bill","Qatar","430.98"
"Bill","Wallis And Futuna Islands","0"
"Bill","Tajikistan","0"
"Bill","Guyana","213.98"
"Bill","Mediterranean","0"
"Bill","Czech Republic","0"
"Bill","Caribbean","0"
"Bill","Caucasus","130.95"
"Bill","Moldova","0"
"Bill","Malta","0"
"Bill","Palau","688.48"
"Bill","Oman","0"
"Bill","Vatican City","0"
"Bill","Montenegro","0"
"Bill","Panama","375.5"
"Bill","Turkmenistan","0"
"Bill","Nicaragua","0"
"Bill","North Africa","0"
"Bill","Chile","796.0"
"Bill","Central Asia","0"
"Bill","Mauritius","0"
"Bill","Tuvalu","286.99"
"Bill","French Polynesia","0"
"Bill","Equatorial Guinea","0"
"Bill","Ivory Coast","0"
"Bill","Isle Of Man","0"
"Bill","Tunisia","0"
"Bill","United States","261.98"
"Bill","Syria","0"
"Bill","Bhutan","0"
"Bill","Puerto Rico","0"
"Bill","French Guiana","0"
"Bill","Guinea","0"
"Bill","Saint Lucia","142.95"
"Bill","Georgia","55.99"
"Bill","Guinea-Bissau","0"
"Bill","Solomon Islands","0"
"Bill","Latin America","389.95"
"Bill","Jamaica","0"
"Bill","Grenada","0"
"Bill","Singapore","668.95"
"Bill","Monaco","0"
"Bill","North Korea","0"
"Bill","Ukraine","0"
"Bill","Vietnam","213.0"
"Bill","Papua New Guinea","0"
"Bill","Zimbabwe","0"
"Bill","Bermuda","0"
"Bill","Croatia","0"
"Bill","Lebanon","377.95"
"Bill","Saint Pierre And Miquelon","0"
"Bill","Maldives","0"
"Bill","Uganda","356.0"
"Bill","Iran","0"
"Bill","Svalbard And Jan Mayen Islands","158.1"
"Bill","Hong Kong","0"
"Bill","Southeast Asia","0"
"Bill","Cameroon","451.1"
"Bill","Israel","0"
"Bill","Belgium","0"
"Bill","Mozambique","0"
"Bill","Mali","65.95"
"Bill","Vanuatu","0"
"Bill","Venezuela","383.94"
"Bill","New Caledonia","0"
"Bill","Nauru","0"
"Bill","China","163.0"
"Bill","Saint Vincent And The Grenadines","0"
"Bill","Eritrea","0"
"Bill","Mauritania","460.0"
"Bill","Azerbaijan","0"
"Bill","Samoa","377.5"
"Bill","Antigua And Barbuda","0"
"Bill","Bahamas","0"
"Bill","Botswana","0"
"Bill","Montserrat","0"
"Bill","Somalia","230.95"
"Bill","Germany","0"
"Bill","Guadeloupe","46.95"
"Bill","Zambia","0"
"Bill","Runion","322.1"
"Bill","Cuba","0"
"Bill","Central African Republic","67.0"
"Bill","Brazil","0"
"Bill","Central Europe","0"
"Bill","Kiribati","0"
"Bill","Tanzania","0"
"Bill","Rwanda","0"
"Bill","Albania","158.0"
"Bill","India","0"
"Bill","Ethiopia","32.99"
"Bill","American Samoa","341.95"
"Bill","Brunei Darussalam","394.98"
"Bill","Dominica","0"
"Bill","Indonesia","89.0"
"Bill","Tokelau","458.9"
"Bill","Egypt","0"
"Bill","Malawi","0"
"Bill","North America","0"
"Bill","Martinique","231.98"
"Bill","Kyrgyzstan","362.99"
"Bill","Uruguay","0"
"Bill","Peru","0"
"Bill","Pitcairn","0"
"Bill","Belarus","0"
"Bill","Liberia","0"
"Bill","Nigeria","183.0"
"Bill","Europe","635.5"
"Bill","Sri Lanka","0"
"Bill","Cook Islands","0"
"Bill","Argentina","216.0"
"Bill","Mayotte","0"
"Bill","Cape Verde","0"
"Bill","Iraq","134.95"
"Bill","Cayman Islands","0"
"Bill","Slovenia","0"
"Bill","Philippines","0"
"Bill","Comoros","277.99"
"Bill","Liechtenstein","0"
"Bill","Honduras","0"
"Bill","Nepal","0"
"Bill","United Arab Emirates","0"
"Bill","Marshall Islands","158.95"
"Bill","Austria","0"
"Bill","Belize","593.95"
"Bill","Macao","0"
"Bill","Eastern Africa","920.45"
"Bill","Label","413.0"
"Bill","Greece","0"
"Bill","Gambia","0"
"Bill","Trinidad And Tobago","0"
"Bill","Armenia","0"
"Bill","Aruba","0"
"Bill","Ireland","0"
"Bill","Guam","0"
"Bill","Scandinavia","0"
"Bill","Macedonia","342.0"
"Bill","Mongolia","0"
"Bill","Greenland","335.5"
"Bill","Haiti","0"
"Bill","Canada","0"
"Bill","Dominican Republic","431.1"
"Bill","Bulgaria","0"
"Bill","Southern Africa","0"
"Bill","Bolivia","0"
"Bill","Paraguay","61.99"
"Bill","Finland","0"
"Bill","Romania","0"
"Bill","Uzbekistan","0"
"Bill","Cambodia","426.0"
"Bill","East Indies","83.99"
"Bill","Sierra Leone","146.5"
"Bill","Gaza Strip","91.95"
"Bill","Malaysia","288.0"
"Bill","Burundi","0"
"Bill","Gibraltar","242.99"
"Bill","Spain","0"
"Bill","Gabon","0"
"Bill","Niue","453.09000000000003"
"Bill","New Zealand","0"
"Bill","Costa Rica","258.95"
"Bill","Middle East","0"
"Bill","Barbados","0"
"Bill","Anguilla","0"
"Bill","Thailand","0"
"Bill","Chad","168.1"
"Bill","Bangladesh","0"
"Bill","Djibouti","0"
"Bill","South Korea","360.95"
"Bill","Australia","0"
"Bill","Italy","0"
"Bill","Serbia","0"
"Bill","El Salvador","0"
"Bill","Netherlands Antilles","129.95"
"Bill","Norfolk Island","0"
"Bill","United States Virgin Islands","0"
"Bill","Namibia","0"
"Bill","Guatemala","137.5"
"Bill","Norway","463.98"
"Bill","Pakistan","0"
"Bill","Cyprus","13.95"
"Bill","Faeroe Islands","0"
"Bill","Japan","0"
"Bill","Democratic Republic Of The Congo","0"
"Bill","Madagascar","0"
"Bill","San Marino","0"
"Bill","United Kingdom","499.5"
"Bill","Kazakhstan","0"
"Bill","France","0"
"Bill","Togo","0"
"Bill","Algeria","396.99"
"Bill","Russia","0"
"Bill","Swaziland","0"
"Bill","South Asia","0"
"Bill","Saint Kitts-Nevis","0"
"Bill","Switzerland","0"
"Bill","Fiji","0"
"Maude","Africa","28.95"
"Maude","Libya","158.99"
"Maude","Afghanistan","0"
"Maude","Northern Mariana Islands","0"
"Maude","Denmark","0"
"Maude","Eastern Europe","385.1"
"Maude","Andorra","0"
"Maude","Aland Islands","0"
"Maude","Jordan","0"
"Maude","Slovakia","0"
"Maude","Columbia","0"
"Maude","Country_Desc","856.95"
"Maude","Burkina Faso","0"
"Maude","Sao Tome And Principe","0"
"Maude","Mexico","0"
"Maude","Bosnia And Herzegovina","572.9"
"Maude","Sudan","807.95"
"Maude","Estonia","0"
"Maude","Lesotho","385.98"
"Maude","Senegal","0"
"Maude","Asia","444.99"
"Maude","Hungary","0"
"Maude","Laos","119.98"
"Maude","Turkey","312.95"
"Maude","Lithuania","0"
"Maude","South America","0"
"Maude","The West","0"
"Maude","Portugal","0"
"Maude","Niger","434.0"
"Maude","Balkans","0"
"Maude","Yemen","0"
"Maude","Poland","0"
"Maude","West Bank","574.99"
"Maude","Bahrain","0"
"Maude","Baghdad","244.1"
"Maude","Iceland","0"
"Maude","Persian Gulf","0"
"Maude","Angola","0"
"Maude","Western Sahara","0"
"Maude","Tonga","0"
"Maude","Kenya","0"
"Maude","Saint Helena","0"
"Maude","Falkland Islands","631.94"
"Maude","Sweden","0"
"Maude","Kuwait","0"
"Maude","West Africa","407.95"
"Maude","People'S Republic Of The Congo","0"
"Maude","Myanmar","0"
"Maude","Morocco","84.1"
"Maude","Saudi Arabia","0"
"Maude","Seychelles","0"
"Maude","Turks And Caicos Islands","24.1"
"Maude","South Africa","0"
"Maude","Latvia","0"
"Maude","Occupied Palestinian Territory","0"
"Maude","Ecuador","0"
"Maude","Micronesia","0"
"Maude","Benin","0"
"Maude","Netherlands","364.0"
"Maude","Central Africa","417.9"
"Maude","Ghana","958.95"
"Maude","Suriname","0"
"Maude","Location","0"
"Maude","British Virgin Islands","164.95"
"Maude","Luxembourg","357.5"
"Maude","East Timor","411.5"
"Maude","Qatar","144.0"
"Maude","Wallis And Futuna Islands","0"
"Maude","Tajikistan","29.99"
"Maude","Guyana","0"
"Maude","Mediterranean","0"
"Maude","Czech Republic","0"
"Maude","Caribbean","0"
"Maude","Caucasus","695.94"
"Maude","Moldova","0"
"Maude","Malta","0"
"Maude","Palau","0"
"Maude","Oman","0"
"Maude","Vatican City","0"
"Maude","Montenegro","0"
"Maude","Panama","161.5"
"Maude","Turkmenistan","0"
"Maude","Nicaragua","267.1"
"Maude","North Africa","0"
"Maude","Chile","279.98"
"Maude","Central Asia","198.9"
"Maude","Mauritius","0"
"Maude","Tuvalu","0"
"Maude","French Polynesia","0"
"Maude","Equatorial Guinea","0"
"Maude","Ivory Coast","0"
"Maude","Isle Of Man","0"
"Maude","Tunisia","0"
"Maude","United States","0"
"Maude","Syria","787.99"
"Maude","Bhutan","0"
"Maude","Puerto Rico","0"
"Maude","French Guiana","0"
"Maude","Guinea","0"
"Maude","Saint Lucia","0"
"Maude","Georgia","0"
"Maude","Guinea-Bissau","34.99"
"Maude","Solomon Islands","698.0"
"Maude","Latin America","0"
"Maude","Jamaica","416.9"
"Maude","Grenada","205.98"
"Maude","Singapore","0"
"Maude","Monaco","0"
"Maude","North Korea","416.0"
"Maude","Ukraine","0"
"Maude","Vietnam","0"
"Maude","Papua New Guinea","273.0"
"Maude","Zimbabwe","0"
"Maude","Bermuda","232.95"
"Maude","Croatia","0"
"Maude","Lebanon","0"
"Maude","Saint Pierre And Miquelon","579.9399999999999"
"Maude","Maldives","0"
"Maude","Uganda","544.94"
"Maude","Iran","0"
"Maude","Svalbard And Jan Mayen Islands","0"
"Maude","Hong Kong","46.98"
"Maude","Southeast Asia","85.95"
"Maude","Cameroon","0"
"Maude","Israel","449.99"
"Maude","Belgium","0"
"Maude","Mozambique","0"
"Maude","Mali","0"
"Maude","Vanuatu","488.99"
"Maude","Venezuela","183.0"
"Maude","New Caledonia","496.0"
"Maude","Nauru","0"
"Maude","China","0"
"Maude","Saint Vincent And The Grenadines","0"
"Maude","Eritrea","0"
"Maude","Mauritania","0"
"Maude","Azerbaijan","0"
"Maude","Samoa","0"
"Maude","Antigua And Barbuda","0"
"Maude","Bahamas","168.9"
"Maude","Botswana","0"
"Maude","Montserrat","0"
"Maude","Somalia","0"
"Maude","Germany","0"
"Maude","Guadeloupe","0"
"Maude","Zambia","590.08"
"Maude","Runion","0"
"Maude","Cuba","431.99"
"Maude","Central African Republic","0"
"Maude","Brazil","0"
"Maude","Central Europe","139.99"
"Maude","Kiribati","0"
"Maude","Tanzania","0"
"Maude","Rwanda","0"
"Maude","Albania","0"
"Maude","India","360.99"
"Maude","Ethiopia","151.98"
"Maude","American Samoa","0"
"Maude","Brunei Darussalam","0"
"Maude","Dominica","1113.0900000000001"
"Maude","Indonesia","132.0"
"Maude","Tokelau","283.5"
"Maude","Egypt","0"
"Maude","Malawi","0"
"Maude","North America","0"
"Maude","Martinique","0"
"Maude","Kyrgyzstan","0"
"Maude","Uruguay","212.98"
"Maude","Peru","190.0"
"Maude","Pitcairn","0"
"Maude","Belarus","0"
"Maude","Liberia","0"
"Maude","Nigeria","0"
"Maude","Europe","187.98"
"Maude","Sri Lanka","0"
"Maude","Cook Islands","278.98"
"Maude","Argentina","0"
"Maude","Mayotte","618.94"
"Maude","Cape Verde","353.5"
"Maude","Iraq","233.95"
"Maude","Cayman Islands","0"
"Maude","Slovenia","0"
"Maude","Philippines","0"
"Maude","Comoros","367.95"
"Maude","Liechtenstein","353.0"
"Maude","Honduras","138.99"
"Maude","Nepal","333.99"
"Maude","United Arab Emirates","0"
"Maude","Marshall Islands","0"
"Maude","Austria","552.95"
"Maude","Belize","0"
"Maude","Macao","0"
"Maude","Eastern Africa","0"
"Maude","Label","0"
"Maude","Greece","0"
"Maude","Gambia","385.1"
"Maude","Trinidad And Tobago","0"
"Maude","Armenia","0"
"Maude","Aruba","0"
"Maude","Ireland","0"
"Maude","Guam","0"
"Maude","Scandinavia","378.0"
"Maude","Macedonia","0"
"Maude","Mongolia","0"
"Maude","Greenland","461.95"
"Maude","Haiti","388.5"
"Maude","Canada","0"
"Maude","Dominican Republic","0"
"Maude","Bulgaria","0"
"Maude","Southern Africa","0"
"Maude","Bolivia","643.99"
"Maude","Paraguay","0"
"Maude","Finland","0"
"Maude","Romania","344.99"
"Maude","Uzbekistan","0"
"Maude","Cambodia","496.0"
"Maude","East Indies","129.98"
"Maude","Sierra Leone","129.0"
"Maude","Gaza Strip","0"
"Maude","Malaysia","0"
"Maude","Burundi","316.95"
"Maude","Gibraltar","0"
"Maude","Spain","450.95"
"Maude","Gabon","903.0"
"Maude","Niue","0"
"Maude","New Zealand","0"
"Maude","Costa Rica","0"
"Maude","Middle East","0"
"Maude","Barbados","0"
"Maude","Anguilla","327.95"
"Maude","Thailand","314.98"
"Maude","Chad","0"
"Maude","Bangladesh","0"
"Maude","Djibouti","0"
"Maude","South Korea","0"
"Maude","Australia","0"
"Maude","Italy","0"
"Maude","Serbia","0"
"Maude","El Salvador","0"
"Maude","Netherlands Antilles","0"
"Maude","Norfolk Island","0"
"Maude","United States Virgin Islands","143.0"
"Maude","Namibia","0"
"Maude","Guatemala","193.5"
"Maude","Norway","565.0"
"Maude","Pakistan","0"
"Maude","Cyprus","0"
"Maude","Faeroe Islands","0"
"Maude","Japan","0"
"Maude","Democratic Republic Of The Congo","293.0"
"Maude","Madagascar","0"
"Maude","San Marino","0"
"Maude","United Kingdom","0"
"Maude","Kazakhstan","37.0"
"Maude","France","250.98"
"Maude","Togo","413.0"
"Maude","Algeria","151.5"
"Maude","Russia","0"
"Maude","Swaziland","82.0"
"Maude","South Asia","0"
"Maude","Saint Kitts-Nevis","0"
"Maude","Switzerland","116.99"
"Maude","Fiji","400.99"
"Jim","Africa","0"
"Jim","Libya","128.0"
"Jim","Afghanistan","130.98"
"Jim","Northern Mariana Islands","0"
"Jim","Denmark","0"
"Jim","Eastern Europe","0"
"Jim","Andorra","0"
"Jim","Aland Islands","152.95"
"Jim","Jordan","0"
"Jim","Slovakia","0"
"Jim","Columbia","0"
"Jim","Country_Desc","0"
"Jim","Burkina Faso","0"
"Jim","Sao Tome And Principe","0"
"Jim","Mexico","0"
"Jim","Bosnia And Herzegovina","0"
"Jim","Sudan","150.95"
"Jim","Estonia","0"
"Jim","Lesotho","0"
"Jim","Senegal","383.99"
"Jim","Asia","121.0"
"Jim","Hungary","463.95"
"Jim","Laos","314.0"
"Jim","Turkey","411.95"
"Jim","Lithuania","0"
"Jim","South America","392.5"
"Jim","The West","0"
"Jim","Portugal","279.95"
"Jim","Niger","354.95"
"Jim","Balkans","0"
"Jim","Yemen","0"
"Jim","Poland","245.1"
"Jim","West Bank","105.1"
"Jim","Bahrain","0"
"Jim","Baghdad","473.99"
"Jim","Iceland","0"
"Jim","Persian Gulf","0"
"Jim","Angola","0"
"Jim","Western Sahara","206.99"
"Jim","Tonga","0"
"Jim","Kenya","0"
"Jim","Saint Helena","0"
"Jim","Falkland Islands","0"
"Jim","Sweden","0"
"Jim","Kuwait","19.0"
"Jim","West Africa","0"
"Jim","People'S Republic Of The Congo","436.95"
"Jim","Myanmar","0"
"Jim","Morocco","0"
"Jim","Saudi Arabia","0"
"Jim","Seychelles","0"
"Jim","Turks And Caicos Islands","0"
"Jim","South Africa","0"
"Jim","Latvia","0"
"Jim","Occupied Palestinian Territory","43.0"
"Jim","Ecuador","0"
"Jim","Micronesia","0"
"Jim","Benin","0"
"Jim","Netherlands","0"
"Jim","Central Africa","0"
"Jim","Ghana","0"
"Jim","Suriname","68.95"
"Jim","Location","0"
"Jim","British Virgin Islands","0"
"Jim","Luxembourg","323.0"
"Jim","East Timor","128.98"
"Jim","Qatar","0"
"Jim","Wallis And Futuna Islands","0"
"Jim","Tajikistan","720.94"
"Jim","Guyana","0"
"Jim","Mediterranean","0"
"Jim","Czech Republic","341.95"
"Jim","Caribbean","0"
"Jim","Caucasus","0"
"Jim","Moldova","0"
"Jim","Malta","0"
"Jim","Palau","0"
"Jim","Oman","0"
"Jim","Vatican City","0"
"Jim","Montenegro","474.0"
"Jim","Panama","0"
"Jim","Turkmenistan","0"
"Jim","Nicaragua","0"
"Jim","North Africa","0"
"Jim","Chile","0"
"Jim","Central Asia","90.0"
"Jim","Mauritius","0"
"Jim","Tuvalu","810.99"
"Jim","French Polynesia","181.95"
"Jim","Equatorial Guinea","459.95"
"Jim","Ivory Coast","0"
"Jim","Isle Of Man","0"
"Jim","Tunisia","0"
"Jim","United States","22.0"
"Jim","Syria","0"
"Jim","Bhutan","0"
"Jim","Puerto Rico","0"
"Jim","French Guiana","0"
"Jim","Guinea","316.99"
"Jim","Saint Lucia","0"
"Jim","Georgia","0"
"Jim","Guinea-Bissau","0"
"Jim","Solomon Islands","0"
"Jim","Latin America","48.0"
"Jim","Jamaica","0"
"Jim","Grenada","0"
"Jim","Singapore","341.95"
"Jim","Monaco","0"
"Jim","North Korea","0"
"Jim","Ukraine","0"
"Jim","Vietnam","0"
"Jim","Papua New Guinea","849.05"
"Jim","Zimbabwe","0"
"Jim","Bermuda","0"
"Jim","Croatia","0"
"Jim","Lebanon","221.0"
"Jim","Saint Pierre And Miquelon","0"
"Jim","Maldives","824.94"
"Jim","Uganda","0"
"Jim","Iran","0"
"Jim","Svalbard And Jan Mayen Islands","0"
"Jim","Hong Kong","0"
"Jim","Southeast Asia","486.99"
"Jim","Cameroon","125.99"
"Jim","Israel","0"
"Jim","Belgium","0"
"Jim","Mozambique","895.94"
"Jim","Mali","50.95"
"Jim","Vanuatu","133.99"
"Jim","Venezuela","0"
"Jim","New Caledonia","0"
"Jim","Nauru","170.99"
"Jim","China","0"
"Jim","Saint Vincent And The Grenadines","0"
"Jim","Eritrea","0"
"Jim","Mauritania","0"
"Jim","Azerbaijan","255.0"
"Jim","Samoa","0"
"Jim","Antigua And Barbuda","477.0"
"Jim","Bahamas","315.0"
"Jim","Botswana","0"
"Jim","Montserrat","0"
"Jim","Somalia","442.0"
"Jim","Germany","99.95"
"Jim","Guadeloupe","488.95"
"Jim","Zambia","0"
"Jim","Runion","258.99"
"Jim","Cuba","0"
"Jim","Central African Republic","0"
"Jim","Brazil","0"
"Jim","Central Europe","470.0"
"Jim","Kiribati","0"
"Jim","Tanzania","0"
"Jim","Rwanda","0"
"Jim","Albania","0"
"Jim","India","368.98"
"Jim","Ethiopia","0"
"Jim","American Samoa","586.9"
"Jim","Brunei Darussalam","0"
"Jim","Dominica","0"
"Jim","Indonesia","0"
"Jim","Tokelau","0"
"Jim","Egypt","0"
"Jim","Malawi","0"
"Jim","North America","0"
"Jim","Martinique","0"
"Jim","Kyrgyzstan","260.0"
"Jim","Uruguay","0"
"Jim","Peru","354.99"
"Jim","Pitcairn","0"
"Jim","Belarus","0"
"Jim","Liberia","0"
"Jim","Nigeria","0"
"Jim","Europe","403.0"
"Jim","Sri Lanka","0"
"Jim","Cook Islands","0"
"Jim","Argentina","548.9"
"Jim","Mayotte","0"
"Jim","Cape Verde","0"
"Jim","Iraq","0"
"Jim","Cayman Islands","178.1"
"Jim","Slovenia","0"
"Jim","Philippines","0"
"Jim","Comoros","327.0"
"Jim","Liechtenstein","0"
"Jim","Honduras","0"
"Jim","Nepal","278.0"
"Jim","United Arab Emirates","0"
"Jim","Marshall Islands","0"
"Jim","Austria","0"
"Jim","Belize","0"
"Jim","Macao","0"
"Jim","Eastern Africa","305.98"
"Jim","Label","0"
"Jim","Greece","236.98"
"Jim","Gambia","0"
"Jim","Trinidad And Tobago","0"
"Jim","Armenia","212.98"
"Jim","Aruba","191.95"
"Jim","Ireland","0"
"Jim","Guam","0"
"Jim","Scandinavia","145.95"
"Jim","Macedonia","0"
"Jim","Mongolia","0"
"Jim","Greenland","0"
"Jim","Haiti","0"
"Jim","Canada","323.1"
"Jim","Dominican Republic","0"
"Jim","Bulgaria","133.95"
"Jim","Southern Africa","0"
"Jim","Bolivia","600.1"
"Jim","Paraguay","0"
"Jim","Finland","0"
"Jim","Romania","0"
"Jim","Uzbekistan","0"
"Jim","Cambodia","232.0"
"Jim","East Indies","0"
"Jim","Sierra Leone","0"
"Jim","Gaza Strip","177.0"
"Jim","Malaysia","52.95"
"Jim","Burundi","0"
"Jim","Gibraltar","587.94"
"Jim","Spain","0"
"Jim","Gabon","0"
"Jim","Niue","0"
"Jim","New Zealand","0"
"Jim","Costa Rica","0"
"Jim","Middle East","0"
"Jim","Barbados","319.99"
"Jim","Anguilla","0"
"Jim","Thailand","0"
"Jim","Chad","428.9"
"Jim","Bangladesh","0"
"Jim","Djibouti","0"
"Jim","South Korea","0"
"Jim","Australia","0"
"Jim","Italy","135.99"
"Jim","Serbia","0"
"Jim","El Salvador","0"
"Jim","Netherlands Antilles","0"
"Jim","Norfolk Island","0"
"Jim","United States Virgin Islands","0"
"Jim","Namibia","0"
"Jim","Guatemala","59.0"
"Jim","Norway","0"
"Jim","Pakistan","0"
"Jim","Cyprus","0"
"Jim","Faeroe Islands","361.95"
"Jim","Japan","0"
"Jim","Democratic Republic Of The Congo","0"
"Jim","Madagascar","744.9"
"Jim","San Marino","0"
"Jim","United Kingdom","0"
"Jim","Kazakhstan","0"
"Jim","France","0"
"Jim","Togo","81.95"
"Jim","Algeria","0"
"Jim","Russia","377.0"
"Jim","Swaziland","0"
"Jim","South Asia","0"
"Jim","Saint Kitts-Nevis","0"
"Jim","Switzerland","0"
"Jim","Fiji","0"
"James","Africa","0"
"James","Libya","0"
"James","Afghanistan","233.0"
"James","Northern Mariana Islands","0"
"James","Denmark","469.0"
"James","Eastern Europe","0"
"James","Andorra","0"
"James","Aland Islands","204.95"
"James","Jordan","0"
"James","Slovakia","0"
"James","Columbia","0"
"James","Country_Desc","0"
"James","Burkina Faso","0"
"James","Sao Tome And Principe","0"
"James","Mexico","0"
"James","Bosnia And Herzegovina","0"
"James","Sudan","0"
"James","Estonia","0"
"James","Lesotho","0"
"James","Senegal","0"
"James","Asia","0"
"James","Hungary","220.95"
"James","Laos","83.95"
"James","Turkey","0"
"James","Lithuania","0"
"James","South America","0"
"James","The West","426.1"
"James","Portugal","1070.98"
"James","Niger","435.0"
"James","Balkans","0"
"James","Yemen","0"
"James","Poland","342.95"
"James","West Bank","0"
"James","Bahrain","245.95"
"James","Baghdad","0"
"James","Iceland","0"
"James","Persian Gulf","87.0"
"James","Angola","0"
"James","Western Sahara","0"
"James","Tonga","0"
"James","Kenya","0"
"James","Saint Helena","0"
"James","Falkland Islands","0"
"James","Sweden","0"
"James","Kuwait","0"
"James","West Africa","0"
"James","People'S Republic Of The Congo","0"
"James","Myanmar","0"
"James","Morocco","0"
"James","Saudi Arabia","0"
"James","Seychelles","455.95"
"James","Turks And Caicos Islands","0"
"James","South Africa","441.95"
"James","Latvia","19.95"
"James","Occupied Palestinian Territory","0"
"James","Ecuador","455.9"
"James","Micronesia","453.99"
"James","Benin","0"
"James","Netherlands","377.95"
"James","Central Africa","0"
"James","Ghana","0"
"James","Suriname","0"
"James","Location","0"
"James","British Virgin Islands","0"
"James","Luxembourg","0"
"James","East Timor","278.0"
"James","Qatar","0"
"James","Wallis And Futuna Islands","0"
"James","Tajikistan","0"
"James","Guyana","0"
"James","Mediterranean","463.98"
"James","Czech Republic","0"
"James","Caribbean","0"
"James","Caucasus","0"
"James","Moldova","0"
"James","Malta","190.0"
"James","Palau","0"
"James","Oman","0"
"James","Vatican City","0"
"James","Montenegro","474.99"
"James","Panama","0"
"James","Turkmenistan","0"
"James","Nicaragua","0"
"James","North Africa","298.0"
"James","Chile","0"
"James","Central Asia","0"
"James","Mauritius","0"
"James","Tuvalu","0"
"James","French Polynesia","0"
"James","Equatorial Guinea","0"
"James","Ivory Coast","0"
"James","Isle Of Man","0"
"James","Tunisia","0"
"James","United States","15.0"
"James","Syria","287.1"
"James","Bhutan","0"
"James","Puerto Rico","0"
"James","French Guiana","0"
"James","Guinea","0"
"James","Saint Lucia","0"
"James","Georgia","821.08"
"James","Guinea-Bissau","0"
"James","Solomon Islands","0"
"James","Latin America","145.95"
"James","Jamaica","101.98"
"James","Grenada","0"
"James","Singapore","0"
"James","Monaco","329.98"
"James","North Korea","311.1"
"James","Ukraine","0"
"James","Vietnam","0"
"James","Papua New Guinea","0"
"James","Zimbabwe","0"
"James","Bermuda","0"
"James","Croatia","0"
"James","Lebanon","146.95"
"James","Saint Pierre And Miquelon","103.0"
"James","Maldives","0"
"James","Uganda","0"
"James","Iran","0"
"James","Svalbard And Jan Mayen Islands","0"
"James","Hong Kong","284.1"
"James","Southeast Asia","0"
"James","Cameroon","0"
"James","Israel","0"
"James","Belgium","0"
"James","Mozambique","22.95"
"James","Mali","0"
"James","Vanuatu","0"
"James","Venezuela","266.99"
"James","New Caledonia","0"
"James","Nauru","0"
"James","China","0"
"James","Saint Vincent And The Grenadines","0"
"James","Eritrea","229.95"
"James","Mauritania","0"
"James","Azerbaijan","0"
"James","Samoa","0"
"James","Antigua And Barbuda","0"
"James","Bahamas","0"
"James","Botswana","0"
"James","Montserrat","83.99"
"James","Somalia","0"
"James","Germany","420.99"
"James","Guadeloupe","0"
"James","Zambia","0"
"James","Runion","0"
"James","Cuba","0"
"James","Central African Republic","0"
"James","Brazil","0"
"James","Central Europe","0"
"James","Kiribati","0"
"James","Tanzania","0"
"James","Rwanda","0"
"James","Albania","0"
"James","India","473.98"
"James","Ethiopia","0"
"James","American Samoa","227.95"
"James","Brunei Darussalam","363.0"
"James","Dominica","0"
"James","Indonesia","435.95"
"James","Tokelau","0"
"James","Egypt","394.95"
"James","Malawi","0"
"James","North America","0"
"James","Martinique","228.98"
"James","Kyrgyzstan","0"
"James","Uruguay","310.99"
"James","Peru","168.1"
"James","Pitcairn","0"
"James","Belarus","398.98"
"James","Liberia","0"
"James","Nigeria","0"
"James","Europe","0"
